County,Year,Total_Population,White Male,White Female,Black Male,Black Female,American Indian Male,American Indian Female,Asian Male,Asian Female,Native Hawaiian Male,Native Hawaiian Female,2+ Race Male,2+ Race Female,Not Hispanic Male,Not Hispanic Female,Hispanic Male,Hispanic Female
Santa Cruz County,2016,22390,8824,9101,179,222,198,242,1099,1011,23,13,721,757,6699,6808,4345,4538
Santa Cruz County,2016,28357,11551,11506,299,204,266,287,1093,1101,20,21,960,1049,9186,8795,5003,5373
Santa Cruz County,2016,17313,7776,6980,176,124,219,147,569,502,28,12,401,379,5516,4902,3653,3242
Santa Cruz County,2016,15960,7205,6855,135,88,217,136,257,395,13,27,313,319,4694,4790,3446,3030
Santa Cruz County,2016,16325,7291,7140,134,118,186,162,280,429,32,14,253,286,4914,5072,3262,3077
Santa Cruz County,2016,15562,6967,6755,142,89,165,136,288,468,18,20,236,278,4781,4803,3035,2943
Santa Cruz County,2016,17267,7793,7548,139,101,166,140,371,481,13,15,246,254,5997,5915,2731,2624
Santa Cruz County,2016,17756,7849,7986,162,101,155,146,383,493,20,20,204,237,6453,6623,2320,2360
Santa Cruz County,2016,19049,8459,8824,133,92,147,137,325,456,27,19,209,221,7227,7730,2073,2019
Santa Cruz County,2016,18907,8481,8762,133,92,111,126,347,467,13,14,166,195,7670,8077,1581,1579
Santa Cruz County,2016,16320,7572,7602,67,45,89,87,307,301,17,11,91,131,7049,7012,1094,1165
Santa Cruz County,2016,9829,4308,4814,37,43,48,57,187,185,6,4,51,89,4065,4479,572,713
Santa Cruz County,2016,5844,2487,2964,35,18,30,26,80,128,4,4,29,39,2300,2730,365,449
Santa Cruz County,2016,4035,1570,2151,17,19,16,22,74,108,0,4,20,34,1453,1990,244,348
Santa Cruz County,2016,5056,1593,3069,10,12,15,15,86,192,3,4,25,32,1510,2974,222,350
Santa Cruz County,2017,275105,119396,121095,2118,1704,2575,2472,6424,7454,299,256,5521,5791,89690,92554,46643,46218
Santa Cruz County,2017,14296,6472,6064,90,89,167,234,169,147,21,15,445,383,3190,2860,4174,4072
Santa Cruz County,2017,14855,6497,6362,121,112,173,174,195,192,21,23,518,467,3373,3311,4152,4019
Santa Cruz County,2017,15182,6672,6422,95,127,174,153,211,256,20,12,516,524,3747,3671,3941,3823
Santa Cruz County,2017,22512,8853,9087,183,221,225,255,1116,1028,22,10,743,769,6762,6807,4380,4563
Santa Cruz County,2017,27971,11201,11395,291,203,255,274,1123,1135,18,25,985,1066,8933,8778,4940,5320
Santa Cruz County,2017,17731,8023,7066,179,135,226,152,578,497,24,10,413,428,5669,4899,3774,3389
Santa Cruz County,2017,15586,7062,6675,151,88,213,148,247,382,15,25,288,292,4627,4596,3349,3014
Santa Cruz County,2017,16416,7322,7161,130,108,189,141,285,428,31,17,278,326,4915,5089,3320,3092
Santa Cruz County,2017,15683,6961,6852,140,85,164,157,275,477,16,23,251,282,4768,4899,3039,2977
Santa Cruz County,2017,17025,7655,7414,150,101,170,134,381,483,15,16,256,250,5845,5762,2782,2636
Santa Cruz County,2017,17267,7655,7698,149,104,148,144,379,512,23,18,209,228,6184,6325,2379,2379
Santa Cruz County,2017,18637,8243,8586,139,88,152,145,345,460,22,18,209,230,7036,7444,2074,2083
Santa Cruz County,2017,18822,8340,8811,127,95,114,132,335,470,16,12,169,201,7464,8059,1637,1662
Santa Cruz County,2017,16462,7591,7662,71,50,86,95,311,322,20,13,106,135,7003,7069,1182,1208
Santa Cruz County,2017,11172,4957,5406,39,48,57,61,213,220,8,7,59,97,4697,5081,636,758
Santa Cruz County,2017,6343,2694,3210,37,20,29,34,105,132,3,3,29,47,2511,2946,386,500
Santa Cruz County,2017,4090,1614,2158,18,17,17,22,67,117,1,5,23,31,1480,2008,260,342
Santa Cruz County,2017,5055,1584,3066,8,13,16,17,89,196,3,4,24,35,1486,2950,238,381
Santa Cruz County,2018,274255,118453,120512,2191,1768,2610,2482,6593,7633,287,262,5591,5873,88867,91950,46858,46580
Santa Cruz County,2018,13937,6227,5880,90,84,169,216,205,169,19,15,459,404,3078,2798,4091,3970
Santa Cruz County,2018,14702,6476,6263,119,118,172,188,181,207,24,20,491,443,3311,3264,4152,3975
Santa Cruz County,2018,15128,6639,6359,117,120,176,146,242,255,18,14,525,517,3731,3584,3986,3827
Santa Cruz County,2018,22426,8737,9083,187,235,211,251,1121,1047,18,10,745,781,6663,6792,4356,4615
Santa Cruz County,2018,27512,10992,11158,295,208,261,271,1129,1155,16,23,957,1047,8799,8615,4851,5247
Santa Cruz County,2018,17879,7944,7221,189,146,224,150,573,462,19,11,463,477,5571,4937,3841,3530
Santa Cruz County,2018,15417,6932,6533,163,92,225,156,295,390,18,26,280,307,4623,4533,3290,2971
Santa Cruz County,2018,16273,7229,7078,138,102,178,148,292,442,26,19,299,322,4839,5005,3323,3106
Santa Cruz County,2018,15690,6943,6814,139,105,183,148,277,495,16,23,254,293,4750,4926,3062,2952
Santa Cruz County,2018,16602,7414,7229,152,95,166,136,378,483,15,19,264,251,5623,5492,2766,2721
Santa Cruz County,2018,16934,7529,7501,140,111,150,138,377,519,25,15,208,221,6012,6094,2417,2411
Santa Cruz County,2018,18152,7975,8343,144,85,155,150,349,467,21,17,208,238,6745,7167,2107,2133
Santa Cruz County,2018,18476,8152,8621,127,97,127,132,346,472,13,15,169,205,7205,7824,1729,1718
Santa Cruz County,2018,16821,7682,7832,82,65,83,106,307,362,21,16,125,140,7068,7232,1232,1289
Santa Cruz County,2018,12056,5346,5824,44,48,66,66,247,237,11,6,61,100,5059,5468,716,813
Santa Cruz County,2018,6945,2958,3513,34,25,28,33,110,148,1,3,34,58,2760,3255,405,525
Santa Cruz County,2018,4196,1686,2164,23,16,18,26,75,123,3,5,26,31,1547,2000,284,365
Santa Cruz County,2018,5109,1592,3096,8,16,18,21,89,200,3,5,23,38,1483,2964,250,412
Shasta County,2013,178401,77604,80839,973,753,2742,2833,2380,2496,191,158,3647,3785,79396,82772,8141,8092
Shasta County,2013,10400,4424,4155,77,61,223,240,139,131,12,9,456,473,4583,4318,748,751
Shasta County,2013,10589,4445,4331,72,77,200,192,156,194,19,6,470,427,4501,4441,861,786
Shasta County,2013,11076,4812,4456,73,78,244,198,178,162,9,11,433,422,4858,4539,891,788
Shasta County,2013,11012,4812,4397,113,78,250,230,167,162,16,10,398,379,4918,4453,838,803
Shasta County,2013,11470,5004,4752,83,65,210,219,282,194,16,28,305,312,5206,4898,694,672
Shasta County,2013,11026,4781,4703,68,53,208,192,326,226,16,15,210,228,4972,4824,637,593
Shasta County,2013,10600,4605,4684,83,45,180,167,199,197,20,6,193,221,4651,4718,629,602
Shasta County,2013,9012,3932,3970,61,43,151,156,140,175,16,11,174,183,4019,3982,455,556
Shasta County,2013,9800,4350,4399,56,19,159,167,126,170,6,7,145,196,4396,4515,446,443
Shasta County,2013,10933,4740,5115,56,38,171,195,118,166,9,16,164,145,4803,5237,455,438
Shasta County,2013,13290,5812,6262,74,50,201,212,142,164,12,10,165,186,6059,6466,347,418
Shasta County,2013,13542,5964,6497,48,43,157,197,133,162,9,6,146,180,6116,6702,341,383
Shasta County,2013,12719,5669,6174,43,26,142,166,84,132,10,5,139,129,5797,6346,290,286
Shasta County,2013,10855,4899,5289,22,30,110,109,79,90,10,9,105,103,5015,5426,210,204
Shasta County,2013,8149,3727,4007,21,12,61,68,39,61,4,3,62,84,3796,4082,118,153
Shasta County,2013,5631,2464,2888,9,13,39,49,33,38,2,2,38,56,2498,2972,87,74
Shasta County,2013,4189,1749,2247,8,11,19,34,23,41,2,1,21,33,1766,2297,56,70
Shasta County,2013,4108,1415,2513,6,11,17,42,16,31,3,3,23,28,1442,2556,38,72
Shasta County,2014,178905,77698,80838,1038,815,2755,2815,2416,2575,202,169,3724,3860,79440,82721,8393,8351
Shasta County,2014,10532,4397,4261,88,75,245,232,130,127,11,8,483,475,4606,4447,748,731
Shasta County,2014,10570,4476,4260,78,82,189,200,149,180,16,9,471,460,4518,4353,861,838
Shasta County,2014,10936,4699,4419,72,71,224,192,185,178,13,9,445,429,4781,4510,857,788
Shasta County,2014,10885,4727,4316,111,87,276,223,173,161,19,13,407,372,4846,4378,867,794
Shasta County,2014,11199,4834,4602,110,66,203,207,288,193,19,32,320,325,5043,4698,731,727
Shasta County,2014,11294,4930,4799,79,63,197,207,314,243,14,14,200,234,5105,4949,629,611
Shasta County,2014,10836,4680,4771,81,53,179,163,214,227,22,11,211,224,4708,4819,679,630
Shasta County,2014,9275,4076,4040,60,45,157,149,158,181,16,10,181,202,4137,4038,511,589
Shasta County,2014,9624,4200,4355,68,28,161,168,127,178,9,8,134,188,4235,4471,464,454
Shasta County,2014,10489,4657,4813,51,30,168,174,115,171,8,13,150,139,4687,4898,462,442
Shasta County,2014,13108,5719,6178,76,50,193,209,141,161,10,11,184,176,5962,6341,361,444
Shasta County,2014,13370,5852,6406,53,44,174,199,130,168,12,8,150,174,6019,6625,352,374
Shasta County,2014,12963,5777,6296,41,38,143,160,91,130,9,5,131,142,5876,6454,316,317
Shasta County,2014,11187,5025,5433,27,33,110,122,82,104,12,9,116,114,5138,5602,234,213
Shasta County,2014,8440,3835,4194,20,11,59,77,39,62,5,3,59,76,3892,4255,125,168
Shasta County,2014,5860,2571,2968,12,17,41,62,35,43,1,2,38,70,2605,3083,93,79
Shasta County,2014,4161,1779,2206,3,9,19,32,25,33,3,1,19,32,1790,2244,58,69
Shasta County,2014,4176,1464,2521,8,13,17,39,20,35,3,3,25,28,1492,2556,45,83
Shasta County,2015,178361,77348,80519,1069,800,2787,2863,2438,2555,203,169,3729,3881,79029,82228,8545,8559
Shasta County,2015,10550,4461,4212,89,80,270,225,123,128,15,9,465,473,4631,4383,792,744
Shasta County,2015,10478,4386,4230,77,66,203,214,166,164,12,8,482,470,4477,4292,849,860
Shasta County,2015,10727,4575,4359,70,64,215,201,169,198,15,9,429,423,4650,4468,823,786
Shasta County,2015,10677,4626,4252,121,85,271,215,169,134,18,11,407,368,4734,4296,878,769
Shasta County,2015,10683,4517,4425,102,61,202,215,293,191,15,28,319,315,4742,4490,706,745
Shasta County,2015,11513,5063,4836,89,70,196,218,304,214,14,14,224,271,5228,4999,662,624
Shasta County,2015,10913,4694,4759,75,49,194,178,228,259,18,15,210,234,4712,4862,707,632
Shasta County,2015,9600,4226,4175,72,43,163,160,165,174,17,11,202,192,4282,4132,563,623
Shasta County,2015,9160,4024,4133,71,32,137,146,130,167,13,7,126,174,4071,4171,430,488
Shasta County,2015,10302,4544,4727,55,30,171,176,116,162,9,13,146,153,4575,4803,466,458
Shasta County,2015,12520,5434,5927,64,44,177,198,138,165,8,13,183,169,5617,6078,387,438
Shasta County,2015,13432,5902,6391,59,51,197,200,130,167,12,7,142,174,6088,6605,354,385
Shasta County,2015,13058,5762,6370,42,39,132,178,103,134,11,6,134,147,5838,6516,346,358
Shasta County,2015,11609,5217,5625,39,33,116,132,77,117,12,9,115,117,5335,5801,241,232
Shasta County,2015,8724,3948,4344,23,14,71,76,48,61,5,3,65,66,4013,4388,147,176
Shasta County,2015,6051,2704,3029,11,16,41,57,29,48,2,2,39,73,2728,3143,98,82
Shasta County,2015,4027,1704,2150,4,9,15,31,24,33,3,1,17,36,1716,2193,51,67
Shasta County,2015,4337,1561,2575,6,14,16,43,26,39,4,3,24,26,1592,2608,45,92
Shasta County,2016,178581,77277,80463,1127,832,2773,2841,2551,2661,209,169,3746,3932,78863,82159,8820,8739
Shasta County,2016,10581,4528,4185,98,86,252,223,131,127,11,8,467,465,4677,4334,810,760
Shasta County,2016,10577,4412,4292,85,71,202,213,165,163,11,10,481,472,4490,4391,866,830
Shasta County,2016,10676,4526,4317,79,71,212,200,168,208,17,9,438,431,4602,4428,838,808
Shasta County,2016,10568,4547,4239,111,85,253,207,177,141,21,11,400,376,4649,4278,860,781
Shasta County,2016,10282,4380,4183,100,64,204,202,287,193,18,24,325,302,4561,4224,753,744
Shasta County,2016,11737,5109,4937,107,77,191,221,321,224,16,15,229,290,5283,5103,690,661
Shasta County,2016,11052,4733,4768,90,50,205,168,258,284,18,14,221,243,4789,4880,736,647
Shasta County,2016,10078,4391,4418,77,52,176,157,182,195,16,12,202,200,4437,4415,607,619
Shasta County,2016,8837,3932,3904,72,39,129,145,131,172,14,9,130,160,3957,3927,451,502
Shasta County,2016,10223,4470,4702,55,28,170,177,130,161,9,9,135,177,4503,4774,466,480
Shasta County,2016,11833,5128,5610,61,40,163,178,131,170,8,13,164,167,5256,5729,399,449
Shasta County,2016,13286,5775,6356,65,42,198,212,139,166,12,7,146,168,5990,6542,345,409
Shasta County,2016,13200,5841,6370,41,43,137,192,117,137,12,10,147,153,5919,6555,376,350
Shasta County,2016,12124,5426,5909,39,30,128,141,78,123,10,6,112,122,5534,6065,259,266
Shasta County,2016,8875,4021,4396,22,17,70,82,55,70,6,6,69,61,4086,4452,157,180
Shasta County,2016,6239,2788,3127,16,13,48,55,24,48,2,2,38,78,2808,3225,108,98
Shasta County,2016,4071,1735,2149,3,12,21,31,29,34,3,0,14,40,1756,2207,49,59
Shasta County,2016,4342,1535,2601,6,12,14,37,28,45,5,4,28,27,1566,2630,50,96
Shasta County,2017,179539,77415,80707,1163,870,2816,2874,2669,2763,211,179,3883,3989,79059,82424,9098,8958
Shasta County,2017,10584,4429,4207,105,87,253,229,126,146,9,20,501,472,4606,4405,817,756
Shasta County,2017,10756,4532,4320,75,61,207,187,175,181,13,10,498,497,4641,4427,859,829
Shasta County,2017,10705,4494,4359,83,76,198,198,176,217,18,7,451,428,4559,4468,861,817
Shasta County,2017,10447,4533,4158,101,79,226,204,186,162,15,11,396,376,4594,4210,863,780
Shasta County,2017,10069,4235,4090,101,67,231,207,283,164,20,18,350,303,4447,4097,773,752
Shasta County,2017,11883,5104,4998,118,86,200,224,342,223,19,20,253,296,5279,5152,757,695
Shasta County,2017,11207,4770,4830,91,61,214,178,267,284,19,13,232,248,4872,4958,721,656
Shasta County,2017,10457,4575,4559,82,59,174,160,205,214,16,8,197,208,4587,4565,662,643
Shasta County,2017,8925,3951,3928,77,41,140,144,142,172,13,11,147,159,3996,3924,474,531
Shasta County,2017,10099,4424,4595,53,26,164,183,124,175,8,9,146,192,4434,4699,485,481
Shasta County,2017,11268,4797,5390,60,37,170,183,146,179,8,12,141,145,4916,5475,406,471
Shasta County,2017,13370,5876,6296,73,47,204,208,144,171,11,10,154,176,6093,6494,369,414
Shasta County,2017,13216,5822,6367,52,50,139,200,124,133,12,9,141,167,5924,6531,366,395
Shasta County,2017,12016,5336,5871,42,28,136,153,77,130,11,8,112,112,5438,6027,276,275
Shasta County,2017,9518,4274,4729,21,25,75,91,66,78,9,4,78,68,4345,4813,178,182
Shasta County,2017,6479,2929,3231,17,11,48,49,23,52,2,5,43,69,2951,3296,111,121
Shasta County,2017,4228,1795,2237,5,11,22,33,30,35,3,0,17,40,1809,2295,63,61
Shasta County,2017,4312,1539,2542,7,18,15,43,33,47,5,4,26,33,1568,2588,57,99
Shasta County,2018,180040,77416,80746,1224,941,2798,2904,2724,2821,220,179,3985,4082,79027,82452,9340,9221
Shasta County,2018,10597,4433,4161,111,84,234,231,127,151,13,20,530,502,4589,4397,859,752
Shasta County,2018,10609,4480,4268,70,64,220,183,172,165,11,12,482,482,4628,4373,807,801
Shasta County,2018,10762,4500,4375,83,92,198,201,174,211,18,6,454,450,4519,4483,908,852
Shasta County,2018,10412,4482,4122,105,73,219,206,192,187,18,11,414,383,4566,4182,864,800
Shasta County,2018,9876,4138,4002,101,73,223,211,272,163,19,10,361,303,4340,3983,774,779
Shasta County,2018,11797,5025,4911,130,95,200,221,327,229,16,25,280,338,5194,5076,784,743
Shasta County,2018,11365,4870,4860,102,76,209,197,293,271,21,12,227,227,5004,4982,718,661
Shasta County,2018,10922,4727,4784,83,60,176,174,226,235,19,8,202,228,4724,4818,709,671
Shasta County,2018,9144,4039,3968,86,50,148,145,153,189,14,12,171,169,4103,3969,508,564
Shasta County,2018,9846,4324,4468,61,31,161,165,129,170,6,8,137,186,4339,4548,479,480
Shasta County,2018,10772,4627,5119,55,39,154,184,135,170,9,13,131,136,4669,5182,442,479
Shasta County,2018,13143,5771,6166,74,46,205,205,138,174,11,10,158,185,5975,6347,382,439
Shasta County,2018,13242,5753,6429,57,56,149,203,131,143,11,9,136,165,5873,6605,364,400
Shasta County,2018,12087,5342,5910,50,29,128,152,91,137,11,6,117,114,5449,6048,290,300
Shasta County,2018,9929,4423,4931,23,31,90,97,75,74,11,7,93,74,4511,5009,204,205
Shasta County,2018,6888,3109,3454,21,11,39,48,26,62,5,5,45,63,3132,3505,113,138
Shasta County,2018,4365,1839,2299,4,14,27,39,31,41,2,1,25,43,1852,2375,76,62
Shasta County,2018,4284,1534,2519,8,17,18,42,32,49,5,4,22,34,1560,2570,59,95
Sierra County,2013,3029,1435,1444,9,2,30,25,5,8,2,1,37,31,1374,1374,144,137
Sierra County,2013,121,52,58,0,0,3,1,0,0,0,0,4,3,51,44,8,18
Sierra County,2013,130,49,63,3,0,1,1,0,0,0,0,4,9,55,64,2,9
Sierra County,2013,146,72,69,0,0,1,0,0,0,0,0,3,1,65,64,11,6
Sierra County,2013,155,83,64,0,0,1,0,0,0,0,0,4,3,73,55,15,12
Sierra County,2013,106,67,32,0,0,1,5,0,0,0,0,0,1,56,34,12,4
Sierra County,2013,104,44,52,0,0,1,0,0,1,0,0,3,3,41,46,7,10
Sierra County,2013,134,63,62,0,0,1,2,1,2,1,0,1,1,60,60,7,7
Sierra County,2013,125,53,67,0,0,1,0,0,1,0,0,2,1,48,59,8,10
Sierra County,2013,154,70,80,0,0,0,0,1,0,0,0,2,1,62,72,11,9
Sierra County,2013,176,82,86,0,0,3,1,1,1,0,0,1,1,76,77,11,12
Sierra County,2013,273,131,125,3,1,5,4,1,0,1,1,1,0,126,127,16,4
Sierra County,2013,287,118,154,3,0,0,2,0,1,0,0,6,3,124,151,3,9
Sierra County,2013,357,176,169,0,0,3,2,0,0,0,0,4,3,169,169,14,5
Sierra County,2013,279,146,128,0,1,1,1,0,1,0,0,1,0,145,125,3,6
Sierra County,2013,194,95,89,0,0,2,4,1,1,0,0,1,1,90,92,9,3
Sierra County,2013,124,55,64,0,0,3,2,0,0,0,0,0,0,56,59,2,7
Sierra County,2013,99,49,48,0,0,2,0,0,0,0,0,0,0,47,42,4,6
Sierra County,2013,65,30,34,0,0,1,0,0,0,0,0,0,0,30,34,1,0
Sierra County,2014,2980,1412,1418,8,1,34,24,6,10,2,1,37,27,1349,1340,150,141
Sierra County,2014,107,46,52,0,0,3,1,0,1,0,0,2,2,41,39,10,17
Sierra County,2014,143,59,65,2,0,3,1,2,0,0,0,4,7,65,62,5,11
Sierra County,2014,135,67,62,1,0,1,0,0,0,0,0,3,1,62,55,10,8
Sierra County,2014,146,78,62,0,0,1,0,0,0,0,0,4,1,65,53,18,10
Sierra County,2014,121,70,44,0,0,1,2,0,0,0,0,2,2,65,40,8,8
Sierra County,2014,85,42,38,0,0,1,0,0,0,0,0,3,1,44,33,2,6
Sierra County,2014,129,57,63,0,0,1,1,0,3,1,0,1,2,50,62,10,7
Sierra County,2014,128,62,58,0,0,1,1,1,1,0,0,2,2,53,52,13,10
Sierra County,2014,139,58,77,0,0,0,0,1,0,0,0,2,1,52,67,9,11
Sierra County,2014,166,75,83,0,0,3,1,0,2,0,0,1,1,68,76,11,11
Sierra County,2014,257,121,121,2,1,3,6,0,0,1,1,1,0,116,124,12,5
Sierra County,2014,281,115,151,3,0,4,0,1,1,0,0,6,0,121,146,8,6
Sierra County,2014,336,167,155,0,0,3,3,0,0,0,0,3,5,161,157,12,6
Sierra County,2014,308,162,140,0,0,0,2,0,1,0,0,2,1,159,137,5,7
Sierra County,2014,197,95,92,0,0,3,4,0,1,0,0,1,1,90,94,9,4
Sierra County,2014,127,59,63,0,0,3,1,1,0,0,0,0,0,60,58,3,6
Sierra County,2014,107,48,56,0,0,2,1,0,0,0,0,0,0,46,49,4,8
Sierra County,2014,68,31,36,0,0,1,0,0,0,0,0,0,0,31,36,1,0
Sierra County,2015,2996,1424,1403,8,1,37,26,6,10,2,2,44,33,1367,1328,154,147
Sierra County,2015,102,42,45,0,0,2,1,0,0,0,1,4,7,42,38,6,16
Sierra County,2015,148,56,70,2,0,5,1,1,1,0,0,7,5,61,63,10,14
Sierra County,2015,143,74,60,1,0,1,2,1,0,0,0,3,1,73,53,7,10
Sierra County,2015,135,73,57,0,0,0,0,0,0,0,0,4,1,60,47,17,11
Sierra County,2015,130,70,52,0,0,2,1,0,0,0,0,3,2,65,45,10,10
Sierra County,2015,100,57,34,0,0,1,1,0,0,0,0,4,3,58,32,4,6
Sierra County,2015,114,48,58,0,0,1,1,0,2,1,0,1,2,40,58,11,5
Sierra County,2015,135,67,60,0,0,1,1,1,2,0,0,2,1,61,55,10,9
Sierra County,2015,144,65,75,0,0,0,0,1,0,0,0,1,2,56,64,11,13
Sierra County,2015,164,73,83,0,0,3,0,0,2,0,0,1,2,68,79,9,8
Sierra County,2015,230,106,111,1,1,4,7,0,0,0,0,0,0,97,111,14,8
Sierra County,2015,297,130,149,4,0,5,0,1,0,1,1,6,0,136,145,11,5
Sierra County,2015,305,156,135,0,0,2,3,0,1,0,0,3,5,151,138,10,6
Sierra County,2015,330,171,152,0,0,1,2,0,1,0,0,2,1,167,149,7,7
Sierra County,2015,202,97,96,0,0,2,3,0,1,0,0,2,1,94,96,7,5
Sierra County,2015,131,57,67,0,0,4,2,1,0,0,0,0,0,57,65,5,4
Sierra County,2015,110,51,56,0,0,1,1,0,0,0,0,1,0,49,48,4,9
Sierra County,2015,76,31,43,0,0,2,0,0,0,0,0,0,0,32,42,1,1
Sierra County,2016,2957,1387,1387,8,2,42,27,8,10,2,2,47,35,1330,1319,164,144
Sierra County,2016,108,48,43,0,0,2,2,0,0,0,1,5,7,48,42,7,11
Sierra County,2016,133,52,63,0,0,4,1,1,1,0,0,7,4,56,52,8,17
Sierra County,2016,134,62,59,3,0,2,2,1,0,0,0,4,1,67,52,5,10
Sierra County,2016,123,66,52,0,0,0,0,0,0,0,0,4,1,55,43,15,10
Sierra County,2016,129,69,51,0,0,1,1,0,0,0,0,4,3,60,44,14,11
Sierra County,2016,105,55,39,0,1,4,1,1,0,0,0,2,2,49,38,13,5
Sierra County,2016,101,43,47,0,0,1,1,1,1,0,0,3,4,40,49,8,4
Sierra County,2016,139,68,62,0,0,1,1,1,3,1,0,1,1,61,59,11,8
Sierra County,2016,143,64,73,0,0,0,0,1,0,0,0,2,3,57,62,10,14
Sierra County,2016,153,73,73,0,0,2,0,0,2,0,0,1,2,65,70,11,7
Sierra County,2016,214,91,109,1,1,6,6,0,0,0,0,0,0,83,106,15,10
Sierra County,2016,304,141,147,4,0,4,1,1,0,1,1,4,0,141,144,14,5
Sierra County,2016,292,142,136,0,0,3,2,0,1,0,0,3,5,140,137,8,7
Sierra County,2016,340,173,155,0,0,3,3,0,1,0,0,4,1,171,154,9,6
Sierra County,2016,207,97,105,0,0,1,1,0,1,0,0,1,1,94,104,5,4
Sierra County,2016,148,72,66,0,0,4,4,1,0,0,0,1,0,72,65,6,5
Sierra County,2016,102,41,58,0,0,1,1,0,0,0,0,1,0,39,52,4,7
Sierra County,2016,82,30,49,0,0,3,0,0,0,0,0,0,0,32,46,1,3
Sierra County,2017,3009,1408,1415,8,2,47,30,7,9,2,2,46,33,1341,1338,177,153
Sierra County,2017,137,62,57,0,0,3,3,0,0,0,1,4,7,59,55,10,13
Sierra County,2017,126,53,57,0,0,3,1,0,0,0,0,8,4,53,45,11,17
Sierra County,2017,136,58,65,3,0,2,2,0,0,0,0,4,2,61,60,6,9
Sierra County,2017,120,64,52,0,0,1,0,0,0,0,0,3,0,58,43,10,9
Sierra County,2017,140,73,58,0,0,1,0,0,0,0,0,3,5,60,52,17,11
Sierra County,2017,101,56,35,0,1,4,2,0,0,0,0,2,1,50,34,12,5
Sierra County,2017,119,52,55,0,0,0,0,2,1,0,0,4,5,49,50,9,11
Sierra County,2017,124,60,55,0,0,1,2,1,2,1,0,1,1,53,55,11,5
Sierra County,2017,155,67,81,0,0,3,0,1,1,0,0,1,1,60,71,12,12
Sierra County,2017,160,77,78,0,0,0,2,0,0,0,0,2,1,66,72,13,9
Sierra County,2017,195,86,93,0,1,8,4,0,2,0,0,0,1,81,89,13,12
Sierra County,2017,303,142,144,3,0,4,3,2,0,1,1,3,0,138,141,17,7
Sierra County,2017,282,135,131,2,0,5,2,0,1,0,0,4,2,137,130,9,6
Sierra County,2017,337,167,157,0,0,3,3,0,1,0,0,4,2,164,158,10,5
Sierra County,2017,230,108,119,0,0,1,1,0,0,0,0,1,0,106,115,4,5
Sierra County,2017,156,79,66,0,0,3,4,1,1,0,0,1,1,76,67,8,5
Sierra County,2017,99,34,61,0,0,2,1,0,0,0,0,1,0,34,56,3,6
Sierra County,2017,89,35,51,0,0,3,0,0,0,0,0,0,0,36,45,2,6
Sierra County,2018,2987,1395,1388,13,6,45,30,7,15,2,2,49,35,1322,1304,189,172
Sierra County,2018,139,60,55,0,1,3,2,0,4,0,1,4,9,57,53,10,19
Sierra County,2018,133,58,54,0,1,3,1,0,0,0,0,12,4,54,42,19,18
Sierra County,2018,130,51,64,3,0,2,3,0,0,0,0,4,3,55,60,5,10
Sierra County,2018,115,64,47,0,0,1,0,0,0,0,0,3,0,56,38,12,9
Sierra County,2018,110,62,40,0,1,1,0,0,0,0,0,4,2,50,35,17,8
Sierra County,2018,128,75,45,0,1,3,2,0,0,0,0,0,2,65,44,13,6
Sierra County,2018,119,47,60,0,1,1,0,2,1,0,0,3,4,46,53,7,13
Sierra County,2018,143,67,59,5,0,1,2,1,3,1,0,1,3,69,59,7,8
Sierra County,2018,145,68,72,0,0,1,0,0,1,0,0,2,1,56,63,15,11
Sierra County,2018,152,67,81,0,0,0,2,1,0,0,0,1,0,58,69,11,14
Sierra County,2018,169,76,79,0,0,7,1,0,3,0,0,1,2,71,73,13,12
Sierra County,2018,279,137,122,3,1,5,6,1,0,1,1,2,0,133,124,16,6
Sierra County,2018,280,120,144,2,0,4,2,1,1,0,0,5,1,119,141,13,7
Sierra County,2018,347,171,164,0,0,3,2,0,0,0,0,4,3,166,164,12,5
Sierra County,2018,239,112,121,0,0,2,2,0,1,0,0,1,0,113,118,2,6
Sierra County,2018,174,89,76,0,0,2,3,1,1,0,0,1,1,82,77,11,4
Sierra County,2018,100,35,59,0,0,3,2,0,0,0,0,1,0,36,53,3,8
Sierra County,2018,85,36,46,0,0,3,0,0,0,0,0,0,0,36,38,3,8
Siskiyou County,2013,43532,18892,19134,371,248,1041,1020,257,304,75,60,1010,1120,19123,19476,2523,2410
Siskiyou County,2013,2352,892,925,29,18,91,100,12,12,7,8,130,128,920,900,241,291
Siskiyou County,2013,2449,1027,929,13,17,90,84,8,21,5,8,119,128,1007,967,255,220
Siskiyou County,2013,2494,1009,1025,10,13,80,74,10,16,11,7,112,127,998,1042,234,220
Siskiyou County,2013,2545,1133,964,27,15,75,78,18,12,5,6,111,101,1126,943,243,233
Siskiyou County,2013,2172,943,850,34,14,78,60,24,21,12,3,72,61,957,834,206,175
Siskiyou County,2013,2134,941,852,29,11,72,89,21,10,5,1,40,63,930,865,178,161
Siskiyou County,2013,2177,964,915,35,10,64,51,17,14,5,7,41,54,964,917,162,134
Siskiyou County,2013,1939,866,806,22,12,55,54,11,17,3,5,35,53,854,813,138,134
Siskiyou County,2013,2296,1022,976,29,14,66,48,15,19,4,4,49,50,1015,967,170,144
Siskiyou County,2013,2381,1020,1074,21,13,53,75,10,17,3,5,37,53,1011,1114,133,123
Siskiyou County,2013,3195,1340,1518,23,16,60,58,21,32,2,0,66,59,1377,1539,135,144
